event_id,incident_date,incident_time,site,department,shift,incident_type,description,injury_outcome,recordable,lost_time,near_miss,potential_sif,severity,frequency,critical_control_verified,inspection_completion_rate,training_compliance_pct,exposure_hours,latitude,longitude,risk_score
HSE-1368,2026-05-26,06:40,Kakamega Depot,Maintenance,Day,Equipment Contact,Equipment Contact event reported at Kakamega Depot during day shift. Credible worst case could be life-altering.,First Aid,True,False,False,True,3,1,True,68.8,96.8,1334,0.2827,34.7519,3
HSE-1369,2026-05-26,02:30,Wajir Depot,Maintenance,Night,Slip / Trip,Worker slipped near transfer walkway at Wajir Depot during night shift.,Restricted Work,True,False,False,False,3,2,True,90.3,83.9,1378,1.7471,40.0573,6
HSE-1370,2026-05-27,02:00,Nairobi Depot,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during night shift.,First Aid,True,True,False,False,4,5,True,56.7,88.1,1325,-1.2921,36.8219,20
HSE-1371,2026-05-27,17:10,Mombasa Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Mombasa Depot during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,5,2,True,83.3,84.5,1149,-4.0435,39.6682,10
HSE-1372,2026-05-27,01:50,Kisumu Depot,Maintenance,Night,Equipment Contact,Equipment Contact event reported at Kisumu Depot during night shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,3,4,True,75.0,87.0,914,-0.0917,34.768,12
HSE-1373,2026-05-27,23:00,Wajir Depot,Maintenance,Night,Near Miss,Near Miss event reported at Wajir Depot during night shift.,Near Miss,False,False,True,False,0,5,True,70.4,84.0,1093,1.7471,40.0573,0
HSE-1374,2026-05-28,22:10,Nairobi Depot,Logistics,Night,Near Miss,Near Miss event reported at Nairobi Depot during night shift.,Near Miss,False,False,True,False,0,5,False,71.0,94.4,1357,-1.2921,36.8219,0
HSE-1375,2026-05-28,09:00,Mombasa Depot,Operations,Day,Struck By,Struck By event reported at Mombasa Depot during day shift.,Medical Treatment,True,False,False,False,3,3,True,71.9,92.6,1013,-4.0435,39.6682,9
HSE-1376,2026-05-28,08:00,Nyeri Depot,Operations,Day,Manual Handling,Manual Handling event reported at Nyeri Depot during day shift.,Medical Treatment,True,True,False,False,4,2,True,85.0,91.7,924,-0.4201,36.9476,8
HSE-1377,2026-05-30,06:30,Nairobi Depot,Operations,Day,Manual Handling,Manual Handling event reported at Nairobi Depot during day shift.,Lost Time,True,True,False,False,5,2,True,72.7,83.9,1294,-1.2921,36.8219,10
HSE-1378,2026-05-30,23:30,Nyeri Depot,Maintenance,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Nyeri Depot during night shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,4,4,True,80.0,85.1,1193,-0.4201,36.9476,16
HSE-1379,2026-05-31,17:10,Nyeri Depot,Logistics,Day,Struck By,Struck By event reported at Nyeri Depot during day shift.,Lost Time,True,False,False,False,3,4,True,66.7,97.8,933,-0.4201,36.9476,12
HSE-1380,2026-05-31,12:50,Kakamega Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Kakamega Depot during day shift.,First Aid,True,False,False,False,3,3,True,85.7,86.5,1299,0.2827,34.7519,9
HSE-1381,2026-06-01,00:20,Mombasa Depot,Operations,Night,Chemical Exposure,Chemical Exposure event reported at Mombasa Depot during night shift.,Medical Treatment,True,False,False,False,3,1,True,93.5,87.9,1321,-4.0435,39.6682,3
HSE-1382,2026-06-01,14:30,Kakamega Depot,Maintenance,Day,Struck By,Struck By event reported at Kakamega Depot during day shift.,First Aid,False,False,False,False,1,5,True,100.0,89.0,968,0.2827,34.7519,5
HSE-1383,2026-06-02,01:30,Kisumu Depot,Logistics,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Kisumu Depot during night shift.,Restricted Work,True,False,False,False,2,4,True,75.9,92.8,865,-0.0917,34.768,8
HSE-1384,2026-06-02,13:40,Wajir Depot,Operations,Day,Struck By,Struck By event reported at Wajir Depot during day shift.,First Aid,True,True,False,False,5,5,True,85.0,85.7,1160,1.7471,40.0573,25
HSE-1385,2026-06-03,13:30,Mombasa Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during day shift.,Medical Treatment,True,False,False,False,2,2,True,90.6,82.1,1356,-4.0435,39.6682,4
HSE-1386,2026-06-03,17:20,Kisumu Depot,Maintenance,Day,Manual Handling,Manual Handling event reported at Kisumu Depot during day shift.,First Aid,False,False,False,False,1,3,True,66.7,84.1,1001,-0.0917,34.768,3
HSE-1387,2026-06-04,22:30,Nairobi Depot,Maintenance,Night,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during night shift.,Restricted Work,True,True,False,False,5,1,True,59.4,83.1,1144,-1.2921,36.8219,5
HSE-1388,2026-06-04,08:10,Mombasa Depot,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Mombasa Depot during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,4,5,True,76.9,93.1,1314,-4.0435,39.6682,20
HSE-1389,2026-06-05,14:00,Nairobi Depot,Operations,Day,Manual Handling,Manual Handling event reported at Nairobi Depot during day shift.,Near Miss,False,False,True,False,0,4,True,100.0,88.0,1297,-1.2921,36.8219,0
HSE-1390,2026-06-05,08:40,Mombasa Depot,Maintenance,Day,Struck By,Struck By event reported at Mombasa Depot during day shift.,First Aid,False,False,False,False,1,4,True,75.9,94.6,1217,-4.0435,39.6682,4
HSE-1391,2026-06-05,07:10,Kisumu Depot,Maintenance,Day,Near Miss,Near Miss event reported at Kisumu Depot during day shift.,Near Miss,False,False,True,False,0,2,False,89.5,92.1,1033,-0.0917,34.768,0
HSE-1392,2026-06-05,22:30,Kakamega Depot,Operations,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Kakamega Depot during night shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,5,True,96.6,84.9,1335,0.2827,34.7519,25
HSE-1393,2026-06-05,12:40,Mandera Depot,Operations,Day,Struck By,Struck By event reported at Mandera Depot during day shift.,Medical Treatment,False,False,False,False,1,1,True,70.0,91.8,1208,3.9373,41.8569,1
HSE-1394,2026-06-06,13:50,Mandera Depot,Operations,Day,Manual Handling,Manual Handling event reported at Mandera Depot during day shift.,Lost Time,False,False,False,False,1,3,True,85.7,93.1,1311,3.9373,41.8569,3
HSE-1395,2026-06-08,23:50,Nairobi Depot,Maintenance,Night,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during night shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,5,5,False,89.3,88.1,1283,-1.2921,36.8219,25
HSE-1396,2026-06-08,10:40,Mombasa Depot,Logistics,Day,Chemical Exposure,Chemical Exposure event reported at Mombasa Depot during day shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,4,True,96.6,92.4,900,-4.0435,39.6682,20
HSE-1397,2026-06-08,22:10,Wajir Depot,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Wajir Depot during night shift.,Restricted Work,True,True,False,False,4,2,False,85.0,98.1,877,1.7471,40.0573,8
HSE-1398,2026-06-08,09:30,Mandera Depot,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Mandera Depot during day shift.,First Aid,False,False,False,False,1,3,True,57.1,85.7,975,3.9373,41.8569,3
HSE-1399,2026-06-09,00:20,Nyeri Depot,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Nyeri Depot during night shift.,Medical Treatment,True,False,False,False,2,4,False,80.8,95.3,970,-0.4201,36.9476,8
HSE-1400,2026-06-09,06:30,Kakamega Depot,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Kakamega Depot during day shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,5,2,True,86.2,96.1,1250,0.2827,34.7519,10
HSE-1401,2026-06-09,14:50,Mandera Depot,Maintenance,Day,Struck By,Struck By event reported at Mandera Depot during day shift.,Near Miss,False,False,True,False,0,3,True,100.0,93.9,1295,3.9373,41.8569,0
HSE-1402,2026-06-10,09:30,Mombasa Depot,Logistics,Day,Struck By,Struck By event reported at Mombasa Depot during day shift.,Near Miss,False,False,True,False,0,2,True,70.0,83.6,1301,-4.0435,39.6682,0
HSE-1403,2026-06-10,18:00,Wajir Depot,Utilities,Day,Manual Handling,Manual Handling event reported at Wajir Depot during day shift.,Lost Time,True,False,False,False,2,2,True,68.8,84.8,1180,1.7471,40.0573,4
HSE-1404,2026-06-10,06:10,Mandera Depot,Maintenance,Day,Slip / Trip,Worker slipped near transfer walkway at Mandera Depot during day shift.,Near Miss,False,False,True,False,0,4,True,69.0,96.6,864,3.9373,41.8569,0
HSE-1405,2026-06-11,10:40,Wajir Depot,Operations,Day,Manual Handling,Manual Handling event reported at Wajir Depot during day shift.,First Aid,False,False,False,False,1,4,True,100.0,93.6,1016,1.7471,40.0573,4
HSE-1406,2026-06-13,02:30,Mandera Depot,Logistics,Night,Near Miss,Near Miss event reported at Mandera Depot during night shift.,Near Miss,False,False,True,False,0,5,False,100.0,94.0,1361,3.9373,41.8569,0
HSE-1407,2026-06-14,06:00,Nairobi Depot,Maintenance,Day,Near Miss,Near Miss event reported at Nairobi Depot during day shift.,Near Miss,False,False,True,False,0,4,True,79.2,83.7,1120,-1.2921,36.8219,0
HSE-1408,2026-06-14,12:10,Mombasa Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during day shift.,First Aid,False,False,False,False,1,1,True,91.3,88.0,1390,-4.0435,39.6682,1
HSE-1409,2026-06-14,13:40,Nyeri Depot,Utilities,Day,Chemical Exposure,Chemical Exposure event reported at Nyeri Depot during day shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,4,False,88.9,97.3,1359,-0.4201,36.9476,20
HSE-1410,2026-06-14,02:10,Wajir Depot,Operations,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Wajir Depot during night shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,4,1,False,96.4,96.7,1397,1.7471,40.0573,4
HSE-1411,2026-06-15,09:20,Mombasa Depot,Logistics,Day,Struck By,Struck By event reported at Mombasa Depot during day shift.,Near Miss,False,False,True,False,0,4,True,91.7,84.6,1378,-4.0435,39.6682,0
HSE-1412,2026-06-15,18:30,Nyeri Depot,Logistics,Day,Near Miss,Near Miss event reported at Nyeri Depot during day shift.,Near Miss,False,False,True,False,0,1,True,87.1,88.9,1021,-0.4201,36.9476,0
HSE-1413,2026-06-16,02:00,Mombasa Depot,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during night shift.,Lost Time,True,True,False,False,4,2,True,93.8,95.5,1040,-4.0435,39.6682,8
HSE-1414,2026-06-16,11:10,Kisumu Depot,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Kisumu Depot during day shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,4,True,72.0,87.7,1089,-0.0917,34.768,16
HSE-1415,2026-06-18,14:00,Mandera Depot,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Mandera Depot during day shift.,Medical Treatment,True,False,False,False,3,3,True,96.6,98.2,1060,3.9373,41.8569,9
HSE-1416,2026-06-19,07:40,Wajir Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Wajir Depot during day shift.,Medical Treatment,True,False,False,False,2,3,True,88.5,89.3,1139,1.7471,40.0573,6
HSE-1417,2026-06-19,18:30,Mandera Depot,Logistics,Day,Equipment Contact,Equipment Contact event reported at Mandera Depot during day shift.,First Aid,True,False,False,False,2,4,True,100.0,82.5,1367,3.9373,41.8569,8
HSE-1418,2026-06-20,22:50,Nairobi Depot,Maintenance,Night,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during night shift.,First Aid,False,False,False,False,1,5,True,83.9,85.0,1396,-1.2921,36.8219,5
HSE-1419,2026-06-20,16:20,Kisumu Depot,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Kisumu Depot during day shift.,First Aid,True,False,False,False,2,1,True,93.3,86.0,1026,-0.0917,34.768,2
HSE-1420,2026-06-21,16:40,Mombasa Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Mombasa Depot during day shift.,Near Miss,False,False,True,False,0,2,True,72.4,85.6,1209,-4.0435,39.6682,0
HSE-1421,2026-06-21,02:30,Kisumu Depot,Maintenance,Night,Slip / Trip,Worker slipped near transfer walkway at Kisumu Depot during night shift.,First Aid,False,False,False,False,1,2,True,85.7,91.4,977,-0.0917,34.768,2
HSE-1422,2026-06-21,17:10,Wajir Depot,Operations,Day,Struck By,Struck By event reported at Wajir Depot during day shift.,First Aid,True,False,False,False,2,2,False,96.7,97.3,1207,1.7471,40.0573,4
HSE-1423,2026-06-22,16:00,Nyeri Depot,Utilities,Day,Struck By,Struck By event reported at Nyeri Depot during day shift.,Lost Time,False,False,False,False,1,5,True,70.4,91.5,863,-0.4201,36.9476,5
HSE-1424,2026-06-22,13:20,Wajir Depot,Logistics,Day,Manual Handling,Manual Handling event reported at Wajir Depot during day shift.,First Aid,False,False,False,False,1,5,True,53.1,92.9,964,1.7471,40.0573,5
HSE-1425,2026-06-22,00:10,Mandera Depot,Utilities,Night,Near Miss,Near Miss event reported at Mandera Depot during night shift.,Near Miss,False,False,True,False,0,2,True,100.0,91.5,1207,3.9373,41.8569,0
HSE-1426,2026-06-23,17:00,Nairobi Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Nairobi Depot during day shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,3,False,70.8,95.1,1097,-1.2921,36.8219,12
HSE-1427,2026-06-23,22:10,Mombasa Depot,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during night shift.,Restricted Work,True,False,False,False,2,2,True,89.7,98.5,1197,-4.0435,39.6682,4
HSE-1428,2026-06-23,13:40,Wajir Depot,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Wajir Depot during day shift. Credible worst case could be life-altering.,Restricted Work,True,True,False,True,4,1,True,91.7,86.4,960,1.7471,40.0573,4
HSE-1429,2026-06-25,06:10,Nyeri Depot,Operations,Day,Struck By,Struck By event reported at Nyeri Depot during day shift.,Lost Time,True,True,False,False,3,2,True,75.0,97.5,887,-0.4201,36.9476,6
HSE-1430,2026-06-25,06:40,Kisumu Depot,Utilities,Day,Manual Handling,Manual Handling event reported at Kisumu Depot during day shift.,First Aid,True,False,False,False,2,3,True,56.2,94.8,942,-0.0917,34.768,6
HSE-1431,2026-06-25,22:30,Mandera Depot,Operations,Night,Manual Handling,Manual Handling event reported at Mandera Depot during night shift.,Medical Treatment,True,False,False,False,2,1,False,93.8,88.7,1301,3.9373,41.8569,2
HSE-1432,2026-06-26,01:50,Mombasa Depot,Operations,Night,Chemical Exposure,Chemical Exposure event reported at Mombasa Depot during night shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,4,1,True,92.6,93.5,1173,-4.0435,39.6682,4
HSE-1433,2026-06-26,15:40,Kisumu Depot,Operations,Day,Struck By,Struck By event reported at Kisumu Depot during day shift.,Medical Treatment,True,False,False,False,2,1,True,80.8,98.3,1381,-0.0917,34.768,2
HSE-1434,2026-06-26,09:20,Kakamega Depot,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Kakamega Depot during day shift.,First Aid,True,False,False,False,3,1,True,95.5,91.9,985,0.2827,34.7519,3
HSE-1435,2026-06-26,06:30,Wajir Depot,Logistics,Day,Chemical Exposure,Chemical Exposure event reported at Wajir Depot during day shift.,First Aid,True,False,False,False,3,3,True,75.0,97.3,1313,1.7471,40.0573,9
HSE-1436,2026-06-27,12:50,Nairobi Depot,Maintenance,Day,Manual Handling,Manual Handling event reported at Nairobi Depot during day shift.,Medical Treatment,True,True,False,False,4,5,False,96.8,87.8,1143,-1.2921,36.8219,20
HSE-1437,2026-06-27,13:40,Mombasa Depot,Logistics,Day,Near Miss,Near Miss event reported at Mombasa Depot during day shift.,Near Miss,False,False,True,False,0,4,False,58.1,94.3,1268,-4.0435,39.6682,0
HSE-1438,2026-06-27,14:30,Nyeri Depot,Utilities,Day,Slip / Trip,Worker slipped near transfer walkway at Nyeri Depot during day shift.,Near Miss,False,False,True,False,0,3,True,94.7,85.4,1316,-0.4201,36.9476,0
HSE-1439,2026-06-27,09:20,Mandera Depot,Logistics,Day,Near Miss,Near Miss event reported at Mandera Depot during day shift.,Near Miss,False,False,True,False,0,1,True,96.6,91.6,890,3.9373,41.8569,0
HSE-1440,2026-06-28,01:50,Nairobi Depot,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during night shift.,Near Miss,False,False,True,False,0,2,True,92.9,98.5,958,-1.2921,36.8219,0
HSE-1441,2026-06-28,10:40,Mombasa Depot,Maintenance,Day,Equipment Contact,Equipment Contact event reported at Mombasa Depot during day shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,4,True,59.3,82.2,1065,-4.0435,39.6682,16
HSE-1442,2026-06-28,16:30,Nyeri Depot,Logistics,Day,Manual Handling,Manual Handling event reported at Nyeri Depot during day shift.,Restricted Work,True,True,False,False,4,3,True,100.0,91.0,1116,-0.4201,36.9476,12
HSE-1443,2026-06-28,10:30,Kisumu Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Kisumu Depot during day shift.,Lost Time,False,False,False,False,1,5,True,59.4,97.9,919,-0.0917,34.768,5
HSE-1444,2026-06-28,12:50,Kakamega Depot,Operations,Day,Manual Handling,Manual Handling event reported at Kakamega Depot during day shift.,Near Miss,False,False,True,False,0,4,True,89.3,98.5,1177,0.2827,34.7519,0
HSE-1445,2026-06-29,17:00,Mombasa Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Mombasa Depot during day shift.,Medical Treatment,True,True,False,False,4,2,True,57.1,82.7,1018,-4.0435,39.6682,8
